"job_id","job_title_short","job_location","name","job_work_from_home","salary_year_avg"
226942,"Data Analyst","Anywhere","Mantys",True,"650000.0"
547382,"Data Analyst","Anywhere","Meta",True,"336500.0"
552322,"Data Analyst","Anywhere","AT&T",True,"255829.5"
99305,"Data Analyst","Anywhere","Pinterest Job Advertisements",True,"232423.0"
1021647,"Data Analyst","Anywhere","Uclahealthcareers",True,"217000.0"
168310,"Data Analyst","Anywhere","SmartAsset",True,"205000.0"
731368,"Data Analyst","Anywhere","Inclusively",True,"189309.0"
310660,"Data Analyst","Anywhere","Motional",True,"189000.0"
1749593,"Data Analyst","Anywhere","SmartAsset",True,"186000.0"
387860,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"184000.0"
1352513,"Data Analyst","Anywhere","A-Line Staffing Solutions",True,"170000.0"
987523,"Data Analyst","Anywhere","Kelly Science, Engineering, Technology & Telecom",True,"170000.0"
1781684,"Data Analyst","Anywhere","Robert Half",True,"170000.0"
1525451,"Data Analyst","Anywhere","Uber",True,"167000.0"
1246069,"Data Analyst","Anywhere","Plexus Resource Solutions",True,"165000.0"
712473,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"165000.0"
1423236,"Data Analyst","Anywhere","Mayo Clinic",True,"164746.0"
1799883,"Data Analyst","Anywhere","Mayo Clinic",True,"164746.0"
618890,"Data Analyst","Anywhere","CEDARS-SINAI",True,"163500.0"
918213,"Data Analyst","Anywhere","DIRECTV",True,"160515.0"
182813,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"160000.0"
783771,"Data Analyst","Anywhere","Robert Half",True,"160000.0"
475626,"Data Analyst","Anywhere","Realtime Recruitment",True,"160000.0"
485388,"Data Analyst","Anywhere","Edgewater Federal Solutions, Inc.",True,"157500.0"
266799,"Data Analyst","Anywhere","Uber",True,"157500.0"
25761,"Data Analyst","Anywhere","CaptivateIQ",True,"155485.5"
105157,"Data Analyst","Anywhere","Motion Recruitment",True,"155000.0"
565646,"Data Analyst","Anywhere","Zscaler",True,"152625.0"
795614,"Data Analyst","Anywhere","Zscaler",True,"152625.0"
540057,"Data Analyst","Anywhere","Rocket Money",True,"152500.0"
72957,"Data Analyst","Anywhere","US Patent and Trademark Office",True,"152221.5"
456042,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"151500.0"
73304,"Data Analyst","Anywhere","Patterned Learning AI",True,"150000.0"
591850,"Data Analyst","Anywhere","Patterned Learning AI",True,"150000.0"
1402149,"Data Analyst","Anywhere","Edward Jones",True,"148238.5"
1694004,"Data Analyst","Anywhere","EXL Service",True,"147285.0"
712558,"Data Analyst","Anywhere","ALTA IT Services",True,"145000.0"
1329162,"Data Analyst","Anywhere","Hire With Jarvis",True,"145000.0"
479485,"Data Analyst","Anywhere","Level",True,"145000.0"
405581,"Data Analyst","Anywhere","CyberCoders",True,"145000.0"
1275642,"Data Analyst","Anywhere","Edward Jones",True,"144481.5"
149006,"Data Analyst","Anywhere","Insight Global",True,"140500.0"
1090975,"Data Analyst","Anywhere","Uber",True,"140500.0"
1049000,"Data Analyst","Anywhere","Sisense",True,"140000.0"
208403,"Data Analyst","Anywhere","Insight Global",True,"140000.0"
762220,"Data Analyst","Anywhere","IT Pros",True,"140000.0"
1392859,"Data Analyst","Anywhere","Motion Recruitment",True,"140000.0"
1300702,"Data Analyst","Anywhere","Revolut",True,"139000.0"
388392,"Data Analyst","Anywhere","United Services Automobile Association",True,"138640.0"
1482852,"Data Analyst","Anywhere","Overmind",True,"138500.0"
350382,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"138000.0"
835092,"Data Analyst","Anywhere","Insight Global, Inc.",True,"137500.0"
740073,"Data Analyst","Anywhere","WhiteCrow",True,"137000.0"
777802,"Data Analyst","Anywhere","Robert Half",True,"135000.0"
1326467,"Data Analyst","Anywhere","EPIC Brokers",True,"135000.0"
513988,"Data Analyst","Anywhere","Get It Recruit - Hospitality",True,"135000.0"
479965,"Data Analyst","Anywhere","InvestM Technology LLC",True,"135000.0"
990420,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"132500.0"
311931,"Data Analyst","Anywhere","SoftDev Incorporated",True,"132500.0"
262837,"Data Analyst","Anywhere","Osmind",True,"132500.0"
447569,"Data Analyst","Anywhere","Kforce Technology Staffing",True,"130000.0"
1531276,"Data Analyst","Anywhere","Alpha Silicon",True,"130000.0"
1209798,"Data Analyst","Anywhere","Doximity",True,"130000.0"
92703,"Data Analyst","Anywhere","Launch Consulting Group",True,"130000.0"
1686779,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"130000.0"
21451,"Data Analyst","Anywhere","ApTask",True,"130000.0"
1566076,"Data Analyst","Anywhere","Lonza",True,"129000.0"
1791785,"Data Analyst","Anywhere","Cash App",True,"127000.0"
1148444,"Data Analyst","Anywhere","Acorns",True,"127000.0"
592669,"Data Analyst","Anywhere","ICF",True,"126452.0"
116211,"Data Analyst","Anywhere","UnitedHealthcare",True,"126000.0"
502626,"Data Analyst","Anywhere","UnitedHealth Group",True,"126000.0"
1735665,"Data Analyst","Anywhere","USAA",True,"125930.0"
748965,"Data Analyst","Anywhere","Uber",True,"125500.0"
900945,"Data Analyst","Anywhere","The Walt Disney Company",True,"125000.0"
285447,"Data Analyst","Anywhere","Robert Half",True,"125000.0"
1551308,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"125000.0"
1229773,"Data Analyst","Anywhere","Infinity Consulting Solutions, Inc.",True,"125000.0"
400967,"Data Analyst","Anywhere","PWR Staffing & Recruiting",True,"125000.0"
300502,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"125000.0"
595967,"Data Analyst","Anywhere","Starbridge Partners",True,"125000.0"
1216840,"Data Analyst","Anywhere","hims & hers",True,"125000.0"
1682817,"Data Analyst","Anywhere","Blackstone Consulting, Inc.",True,"124500.0"
821092,"Data Analyst","Anywhere","Cloudflare",True,"124000.0"
970857,"Data Analyst","Anywhere","Exact Sciences Corporation",True,"123249.5"
631753,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"123000.0"
596565,"Data Analyst","Anywhere","ICF",True,"122769.0"
1015777,"Data Analyst","Anywhere","Analytic Recruiting Inc.",True,"122500.0"
841943,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"122500.0"
238020,"Data Analyst","Anywhere","Innova Solutions",True,"122500.0"
426033,"Data Analyst","Anywhere","CloudFlare",True,"122000.0"
298860,"Data Analyst","Anywhere","Cloudflare",True,"122000.0"
946582,"Data Analyst","Anywhere","Jobot",True,"120000.0"
1191992,"Data Analyst","Anywhere","Robert Half",True,"120000.0"
236172,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"120000.0"
999820,"Data Analyst","Anywhere","LAI",True,"120000.0"
1611348,"Data Analyst","Anywhere","M13",True,"120000.0"
587198,"Data Analyst","Anywhere","Motion Recruitment",True,"120000.0"
1132443,"Data Analyst","Anywhere","US Development Finance Corporation (formerly Overseas Private Investment Corporation)",True,"119908.0"
446029,"Data Analyst","Anywhere","CVS Health",True,"119200.0"
876656,"Data Analyst","Anywhere","CVS Health",True,"119200.0"
945180,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"117713.0"
436153,"Data Analyst","Anywhere","Robert Half",True,"117500.0"
685438,"Data Analyst","Anywhere","Jobot",True,"117500.0"
1124418,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"117500.0"
131427,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"117000.0"
16358,"Data Analyst","Anywhere","Kern Health Systems",True,"115791.5"
1788827,"Data Analyst","Anywhere","Kern Health Systems",True,"115791.5"
1574716,"Data Analyst","Anywhere","Kern Health Systems",True,"115791.5"
24351,"Data Analyst","Anywhere","ManyPets",True,"115000.0"
198747,"Data Analyst","Anywhere","Robert Half",True,"115000.0"
1403108,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"115000.0"
1139755,"Data Analyst","Anywhere","Lighthouse Professional Services",True,"115000.0"
357990,"Data Analyst","Anywhere","Robert Half",True,"115000.0"
728112,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"115000.0"
1772547,"Data Analyst","Anywhere","Medasource",True,"115000.0"
156483,"Data Analyst","Anywhere","Robert Half",True,"115000.0"
945577,"Data Analyst","Anywhere","ICF",True,"114956.5"
467403,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"114948.0"
857003,"Data Analyst","Anywhere","ICF",True,"114805.0"
1566879,"Data Analyst","Anywhere","Uber",True,"114000.0"
1354909,"Data Analyst","Anywhere","GEICO",True,"113500.0"
248219,"Data Analyst","Anywhere","Square",True,"112850.0"
236397,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"112661.0"
1006256,"Data Analyst","Anywhere","InvestM Technology LLC",True,"112500.0"
71065,"Data Analyst","Anywhere","Paratus Solutions LLC",True,"112500.0"
185960,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"112500.0"
84928,"Data Analyst","Anywhere","Seneca Resources, LLC",True,"112500.0"
576410,"Data Analyst","Anywhere","UL Solutions",True,"112500.0"
1728,"Data Analyst","Anywhere","Segue Technologies Inc",True,"112500.0"
147455,"Data Analyst","Anywhere","Cisco Meraki",True,"112050.0"
958872,"Data Analyst","Anywhere","IBM",True,"111500.0"
1814437,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"110000.0"
446319,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"110000.0"
480243,"Data Analyst","Anywhere","Cava Connect",True,"110000.0"
1490432,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"110000.0"
1210470,"Data Analyst","Anywhere","Convergenz",True,"110000.0"
1047698,"Data Analyst","Anywhere","Insight Global",True,"110000.0"
991817,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"110000.0"
1434170,"Data Analyst","Anywhere","CREDITSERVE INC",True,"110000.0"
321727,"Data Analyst","Anywhere","CREDITSERVE INC",True,"110000.0"
1574686,"Data Analyst","Anywhere","Insight Global",True,"110000.0"
382334,"Data Analyst","Anywhere","DNV",True,"110000.0"
412163,"Data Analyst","Anywhere","Apex Systems",True,"110000.0"
1592165,"Data Analyst","Anywhere","Robert Half",True,"110000.0"
409831,"Data Analyst","Anywhere","Trinity Solar Careers",True,"110000.0"
1348516,"Data Analyst","Anywhere","Executive Search Partners LLC",True,"110000.0"
894317,"Data Analyst","Anywhere","Get It Recruit - Transportation",True,"110000.0"
885463,"Data Analyst","Anywhere","Executive Search Partners LLC",True,"110000.0"
991303,"Data Analyst","Anywhere","Paradigm",True,"109600.0"
480984,"Data Analyst","Anywhere","Addepar",True,"108500.0"
1119269,"Data Analyst","Anywhere","CODING DOJO INC.",True,"107500.0"
600392,"Data Analyst","Anywhere","Insight Global",True,"107500.0"
1795029,"Data Analyst","Anywhere","Dice",True,"107500.0"
1026200,"Data Analyst","Anywhere","Rhino",True,"107500.0"
255533,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"107500.0"
65900,"Data Analyst","Anywhere","Get It Recruit - Hospitality",True,"107500.0"
107274,"Data Analyst","Anywhere","Cherry Bekaert Advisory, LLC",True,"106562.5"
228239,"Data Analyst","Anywhere","Edward Jones",True,"106479.0"
55833,"Data Analyst","Anywhere","Edward Jones",True,"106479.0"
617583,"Data Analyst","Anywhere","Edward Jones",True,"106479.0"
1454946,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"106000.0"
800017,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"106000.0"
1352378,"Data Analyst","Anywhere","Vantage Consulting",True,"105000.0"
1640497,"Data Analyst","Anywhere","Cnam - Auditeurs - Accueil",True,"105000.0"
1091932,"Data Analyst","Anywhere","Get It Recruit - Healthcare",True,"105000.0"
1344229,"Data Analyst","Anywhere","Vista Global Solutions, LLC",True,"105000.0"
1069248,"Data Analyst","Anywhere","Starr And Associates LLC",True,"105000.0"
909000,"Data Analyst","Anywhere","EL Education (Formerly Expeditionary Learning)",True,"105000.0"
426601,"Data Analyst","Anywhere","Syrup",True,"105000.0"
601788,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"105000.0"
936268,"Data Analyst","Anywhere","Syndicatebleu",True,"105000.0"
371104,"Data Analyst","Anywhere","Modis",True,"105000.0"
1309967,"Data Analyst","Anywhere","CyberCoders",True,"105000.0"
748403,"Data Analyst","Anywhere","Pitney Bowes",True,"104300.0"
380744,"Data Analyst","Anywhere","Health Plan of San Mateo",True,"104106.5"
909351,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"104000.0"
1559111,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"103500.0"
1061483,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"103049.5"
1679633,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"103000.0"
707689,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"103000.0"
1667594,"Data Analyst","Anywhere","AIDS Healthcare Foundation",True,"103000.0"
523374,"Data Analyst","Anywhere","Insight Global",True,"102500.0"
949643,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"102500.0"
61021,"Data Analyst","Anywhere","The Phoenix Group",True,"102500.0"
535535,"Data Analyst","Anywhere","Orion Groups",True,"102500.0"
1277458,"Data Analyst","Anywhere","ZipRecruiter",True,"102250.0"
1526567,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"102000.0"
4420,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"102000.0"
1378977,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"102000.0"
686507,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"101500.0"
1440,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"101500.0"
1234973,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"101500.0"
838504,"Data Analyst","Anywhere","Optum",True,"100400.0"
1514995,"Data Analyst","Anywhere","UnitedHealth Group",True,"100400.0"
136192,"Data Analyst","Anywhere","UnitedHealth Group",True,"100400.0"
1519017,"Data Analyst","Anywhere","UnitedHealth Group",True,"100400.0"
262921,"Data Analyst","Anywhere","SAIC",True,"100000.5"
524146,"Data Analyst","Anywhere","Hearth",True,"100000.0"
1785328,"Data Analyst","Anywhere","Insight Global Healthcare",True,"100000.0"
43545,"Data Analyst","Anywhere","InvestM Technology LLC",True,"100000.0"
1331634,"Data Analyst","Anywhere","InvestM Technology LLC",True,"100000.0"
736533,"Data Analyst","Anywhere","LHH",True,"100000.0"
309300,"Data Analyst","Anywhere","Scaleai",True,"100000.0"
1217891,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"100000.0"
327502,"Data Analyst","Anywhere","Robert Half",True,"100000.0"
882690,"Data Analyst","Anywhere","LHH",True,"100000.0"
420972,"Data Analyst","Anywhere","Insight Global",True,"100000.0"
734020,"Data Analyst","Anywhere","Govcio LLC",True,"100000.0"
670899,"Data Analyst","Anywhere","Calbright College",True,"99746.90625"
1064019,"Data Analyst","Anywhere","Ogletree Deakins",True,"99500.0"
1733276,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"99500.0"
867791,"Data Analyst","Anywhere","Get It Recruit - Technology",True,"99000.0"
1332763,"Data Analyst","Anywhere","Ad Hoc Team",True,"98800.0"
284410,"Data Analyst","Anywhere","Goldbelt, Inc.",True,"98750.0"
1149238,"Data Analyst","Anywhere","Get It Recruit - Technology",True,"98500.0"
1044426,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"98000.0"
630777,"Data Analyst","Anywhere","CRED iQ",True,"97500.0"
1714018,"Data Analyst","Anywhere","Cognizant Technology Solutions",True,"97500.0"
1691565,"Data Analyst","Anywhere","InvestM Technology LLC",True,"97500.0"
498516,"Data Analyst","Anywhere","Motion Recruitment",True,"97500.0"
35406,"Data Analyst","Anywhere","Central California Alliance for Health (Remote)",True,"97070.5"
339556,"Data Analyst","Anywhere","Driscoll's",True,"97000.0"
1299756,"Data Analyst","Anywhere","Respawn Entertainment",True,"96400.0"
1791218,"Data Analyst","Anywhere","Booz Allen Hamilton",True,"95700.0"
1601917,"Data Analyst","Anywhere","Insight Global",True,"95680.0"
703426,"Data Analyst","Anywhere","Insight Global",True,"95680.0"
1519639,"Data Analyst","Anywhere","Booz Allen Hamilton",True,"95650.0"
735880,"Data Analyst","Anywhere","Olympus Corporation of the Americas",True,"95500.0"
354407,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"95329.0"
690438,"Data Analyst","Anywhere","CVS Health",True,"95150.0"
430230,"Data Analyst","Anywhere","Ryder System",True,"95000.0"
78069,"Data Analyst","Anywhere","Polygence",True,"95000.0"
542425,"Data Analyst","Anywhere","Jobot",True,"95000.0"
1156421,"Data Analyst","Anywhere","Motion Recruitment",True,"95000.0"
1359967,"Data Analyst","Anywhere","Clark Associates",True,"95000.0"
369634,"Data Analyst","Anywhere","Hays",True,"95000.0"
945198,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"95000.0"
204667,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"95000.0"
1491918,"Data Analyst","Anywhere","IDR, Inc.",True,"95000.0"
1355313,"Data Analyst","Anywhere","United Site Services",True,"95000.0"
1467775,"Data Analyst","Anywhere","Insight Global",True,"95000.0"
328827,"Data Analyst","Anywhere","HopSkipDrive",True,"95000.0"
1240374,"Data Analyst","Anywhere","Insight Global",True,"95000.0"
1230135,"Data Analyst","Anywhere","Earnest Analytics",True,"95000.0"
796604,"Data Analyst","Anywhere","Polygence",True,"95000.0"
334078,"Data Analyst","Anywhere","American Red Cross",True,"95000.0"
1127339,"Data Analyst","Anywhere","Protect Democracy",True,"94871.5"
961597,"Data Analyst","Anywhere","The Cigna Group",True,"94400.0"
1243771,"Data Analyst","Anywhere","Tactis LLC",True,"94000.0"
133125,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"93000.0"
75704,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"93000.0"
960363,"Data Analyst","Anywhere","Medidata Solutions",True,"92750.0"
758193,"Data Analyst","Anywhere","LeanTaaS",True,"92500.0"
1190547,"Data Analyst","Anywhere","HopSkipDrive",True,"92500.0"
1098113,"Data Analyst","Anywhere","0nward Select",True,"92500.0"
738823,"Data Analyst","Anywhere","OUTFITTERY",True,"92000.0"
1178655,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"91000.0"
382064,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
811436,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
1729407,"Data Analyst","Anywhere","General Dynamics Information Technology",True,"90000.0"
196796,"Data Analyst","Anywhere","Angi",True,"90000.0"
258262,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
293077,"Data Analyst","Anywhere","Get It Recruit - Administrative",True,"90000.0"
514485,"Data Analyst","Anywhere","Constant Associates",True,"90000.0"
468153,"Data Analyst","Anywhere","Axelerate",True,"90000.0"
25749,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
326110,"Data Analyst","Anywhere","Preveta",True,"90000.0"
321007,"Data Analyst","Anywhere","Maximus",True,"90000.0"
1647550,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
613034,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
391159,"Data Analyst","Anywhere","CVS Health",True,"90000.0"
680315,"Data Analyst","Anywhere","Gotely",True,"90000.0"
354417,"Data Analyst","Anywhere","EcoCart",True,"90000.0"
1228142,"Data Analyst","Anywhere","Grant Leading Technology, LLC",True,"90000.0"
846860,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
914174,"Data Analyst","Anywhere","Home Depot / THD",True,"90000.0"
581546,"Data Analyst","Anywhere","Engage Partners Inc.",True,"90000.0"
1244897,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
1186631,"Data Analyst","Anywhere","Adaptive Solutions Group",True,"90000.0"
648986,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
1810744,"Data Analyst","Anywhere","Venteon",True,"90000.0"
1560173,"Data Analyst","Anywhere","CyberCoders",True,"90000.0"
714930,"Data Analyst","Anywhere","Motion Recruitment",True,"90000.0"
116825,"Data Analyst","Anywhere","hackajob",True,"90000.0"
1152523,"Data Analyst","Anywhere","Get It Recruit - Real Estate",True,"90000.0"
419649,"Data Analyst","Anywhere","Get It Recruit - Finance",True,"90000.0"
663590,"Data Analyst","Anywhere","Labor, Department of",True,"89833.5"
122927,"Data Analyst","Anywhere","Heluna Health",True,"89796.0"
1618146,"Data Analyst","Anywhere","Verizon",True,"89500.0"
833662,"Data Analyst","Anywhere","World Education Services",True,"89000.0"
660036,"Data Analyst","Anywhere","Get It Recruit - Transportation",True,"89000.0"
1209792,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"88000.0"
1657752,"Data Analyst","Anywhere","Get It Recruit - Transportation",True,"88000.0"
66566,"Data Analyst","Anywhere","Vatica Health",True,"87500.0"
30317,"Data Analyst","Anywhere","Insight Global",True,"87500.0"
352252,"Data Analyst","Anywhere","Get It Recruit - Administrative",True,"87500.0"
748524,"Data Analyst","Anywhere","Oxfam America",True,"87500.0"
915649,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87500.0"
826590,"Data Analyst","Anywhere","Beacon Hill Staffing Group",True,"87500.0"
1489901,"Data Analyst","Anywhere","Predictive Data Lab",True,"87500.0"
1433360,"Data Analyst","Anywhere","SeatGeek",True,"87500.0"
916210,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87000.0"
961041,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"87000.0"
401243,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86500.0"
1704094,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86500.0"
456839,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"86000.0"
1638633,"Data Analyst","Anywhere","Get It Recruit - Information Technology",True,"85500.0"
1782272,"Data Analyst","Anywhere","FocusKPI Inc.",True,"85000.0"
1085007,"Data Analyst","Anywhere","DeepIntent",True,"85000.0"
710614,"Data Analyst","Anywhere","Envision Staffing Solutions",True,"85000.0"
27772,"Data Analyst","Anywhere","Redwood Strategy Group",True,"85000.0"
